,hospital_code,hospital_name,date_month,triage_cat,emergency_attendances,median_waiting_min,color_code,number_within_time,percent_within_time,number_not_wait,percent_not_wait,number_inbed,percent_inbed,empty,number_inbed_within_4,percent_inbed_within_4
3348,99,Oakey Hospital,2021-06-01,4,67,2.0,1,65,98.48,1,1.49,0,0.0,-,0,
3349,99,Oakey Hospital,2021-06-01,5,18,5.0,1,15,100.0,0,0.0,0,0.0,-,0,
3350,100,Stanthorpe Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3351,100,Stanthorpe Hospital,2021-06-01,2,7,1.0,0,7,100.0,0,0.0,2,28.57,-,1,50.0
3352,100,Stanthorpe Hospital,2021-06-01,3,85,6.0,1,81,95.29,0,0.0,13,15.29,-,12,92.31
3353,100,Stanthorpe Hospital,2021-06-01,4,141,8.0,1,120,91.6,7,4.96,0,0.0,-,0,
3354,100,Stanthorpe Hospital,2021-06-01,5,76,4.0,1,55,100.0,4,5.26,0,0.0,-,0,
3355,101,Tara Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3356,101,Tara Hospital,2021-06-01,2,5,0.0,0,5,100.0,0,0.0,5,100.0,-,5,100.0
3357,101,Tara Hospital,2021-06-01,3,32,0.0,1,31,100.0,1,3.13,4,12.5,-,4,100.0
3358,101,Tara Hospital,2021-06-01,4,36,0.0,1,35,100.0,1,2.78,1,2.78,-,1,100.0
3359,101,Tara Hospital,2021-06-01,5,18,0.0,1,14,100.0,0,0.0,0,0.0,-,0,
3360,102,Taroom Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3361,102,Taroom Hospital,2021-06-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3362,102,Taroom Hospital,2021-06-01,3,8,0.0,0,8,100.0,0,0.0,0,0.0,-,0,
3363,102,Taroom Hospital,2021-06-01,4,14,0.0,1,14,100.0,0,0.0,1,7.14,-,1,100.0
3364,102,Taroom Hospital,2021-06-01,5,34,0.0,1,21,100.0,0,0.0,1,2.94,-,1,100.0
3365,103,Texas Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3366,103,Texas Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3367,103,Texas Hospital,2021-06-01,3,7,0.0,0,7,100.0,0,0.0,2,28.57,-,1,50.0
3368,103,Texas Hospital,2021-06-01,4,12,0.0,1,12,100.0,0,0.0,1,8.33,-,1,100.0
3369,103,Texas Hospital,2021-06-01,5,31,5.0,1,30,100.0,0,0.0,1,3.23,-,1,100.0
3370,104,Toowoomba Hospital,2021-06-01,1,12,0.0,1,12,100.0,0,0.0,7,58.33,-,5,71.43
3371,104,Toowoomba Hospital,2021-06-01,2,493,6.0,1,417,84.93,2,0.41,213,43.2,-,114,53.52
3372,104,Toowoomba Hospital,2021-06-01,3,1601,28.0,2,802,53.15,90,5.62,308,19.24,-,116,37.66
3373,104,Toowoomba Hospital,2021-06-01,4,879,35.0,3,538,67.0,65,7.39,39,4.44,-,17,43.59
3374,104,Toowoomba Hospital,2021-06-01,5,49,25.5,2,29,80.56,6,12.24,0,0.0,-,0,
3375,105,Warwick Hospital,2021-06-01,1,3,0.0,0,3,100.0,0,0.0,2,66.67,-,1,50.0
3376,105,Warwick Hospital,2021-06-01,2,66,4.0,1,47,72.31,0,0.0,24,36.36,-,9,37.5
3377,105,Warwick Hospital,2021-06-01,3,283,18.0,1,189,68.98,8,2.83,25,8.83,-,13,52.0
3378,105,Warwick Hospital,2021-06-01,4,459,31.0,3,301,71.5,31,6.75,6,1.31,-,2,33.33
3379,105,Warwick Hospital,2021-06-01,5,130,20.0,1,98,93.33,14,10.77,1,0.77,-,1,100.0
3380,106,Wandoan Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3381,106,Wandoan Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3382,106,Wandoan Hospital,2021-06-01,3,0,,0,0,,0,,0,,-,0,
3383,106,Wandoan Hospital,2021-06-01,4,2,34.5,0,2,100.0,0,0.0,0,0.0,-,0,
3384,106,Wandoan Hospital,2021-06-01,5,8,1.5,0,8,100.0,0,0.0,0,0.0,-,0,
3385,112,Charleville Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3386,112,Charleville Hospital,2021-06-01,2,7,0.0,0,7,100.0,0,0.0,1,14.29,-,1,100.0
3387,112,Charleville Hospital,2021-06-01,3,38,0.5,1,38,100.0,0,0.0,6,15.79,-,6,100.0
3388,112,Charleville Hospital,2021-06-01,4,96,0.0,1,95,98.96,0,0.0,3,3.13,-,3,100.0
3389,112,Charleville Hospital,2021-06-01,5,30,2.0,1,21,100.0,2,6.67,0,0.0,-,0,
3390,113,Cunnamulla Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3391,113,Cunnamulla Hospital,2021-06-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3392,113,Cunnamulla Hospital,2021-06-01,3,8,0.0,0,8,100.0,0,0.0,3,37.5,-,3,100.0
3393,113,Cunnamulla Hospital,2021-06-01,4,39,0.0,1,37,100.0,2,5.13,3,7.69,-,3,100.0
3394,113,Cunnamulla Hospital,2021-06-01,5,36,0.0,1,31,100.0,3,8.33,1,2.78,-,1,100.0
3395,114,Dirranbandi Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3396,114,Dirranbandi Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3397,114,Dirranbandi Hospital,2021-06-01,3,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
3398,114,Dirranbandi Hospital,2021-06-01,4,13,0.0,1,13,100.0,0,0.0,1,7.69,-,1,100.0
3399,114,Dirranbandi Hospital,2021-06-01,5,6,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
3400,116,Mitchell Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3401,116,Mitchell Hospital,2021-06-01,2,6,0.0,0,6,100.0,0,0.0,2,33.33,-,2,100.0
3402,116,Mitchell Hospital,2021-06-01,3,8,0.0,0,8,100.0,0,0.0,0,0.0,-,0,
3403,116,Mitchell Hospital,2021-06-01,4,11,0.0,1,11,100.0,0,0.0,2,18.18,-,2,100.0
3404,116,Mitchell Hospital,2021-06-01,5,6,0.0,0,4,100.0,1,16.67,0,0.0,-,0,
3405,117,Mungindi Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3406,117,Mungindi Hospital,2021-06-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3407,117,Mungindi Hospital,2021-06-01,3,2,15.0,0,2,100.0,0,0.0,0,0.0,-,0,
3408,117,Mungindi Hospital,2021-06-01,4,12,0.0,1,11,100.0,0,0.0,0,0.0,-,0,
3409,117,Mungindi Hospital,2021-06-01,5,27,0.5,1,16,100.0,0,0.0,0,0.0,-,0,
3410,118,Quilpie Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3411,118,Quilpie Hospital,2021-06-01,2,3,0.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
3412,118,Quilpie Hospital,2021-06-01,3,7,0.0,0,7,100.0,0,0.0,1,14.29,-,1,100.0
3413,118,Quilpie Hospital,2021-06-01,4,22,0.0,1,20,95.24,0,0.0,2,9.09,-,2,100.0
3414,118,Quilpie Hospital,2021-06-01,5,29,0.0,1,15,100.0,0,0.0,0,0.0,-,0,
3415,119,Roma Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3416,119,Roma Hospital,2021-06-01,2,19,1.0,1,19,100.0,0,0.0,6,31.58,-,4,66.67
3417,119,Roma Hospital,2021-06-01,3,146,8.0,1,138,96.5,2,1.37,32,21.92,-,19,59.38
3418,119,Roma Hospital,2021-06-01,4,266,15.0,1,245,98.79,15,5.64,9,3.38,-,1,11.11
3419,119,Roma Hospital,2021-06-01,5,62,17.0,1,51,100.0,3,4.84,0,0.0,-,0,
3420,120,St George Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3421,120,St George Hospital,2021-06-01,2,4,0.0,0,4,100.0,0,0.0,2,50.0,-,2,100.0
3422,120,St George Hospital,2021-06-01,3,69,1.0,1,69,100.0,0,0.0,13,18.84,-,13,100.0
3423,120,St George Hospital,2021-06-01,4,81,1.0,1,81,100.0,0,0.0,5,6.17,-,5,100.0
3424,120,St George Hospital,2021-06-01,5,104,2.0,1,89,100.0,0,0.0,1,0.96,-,1,100.0
3425,121,Surat Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3426,121,Surat Hospital,2021-06-01,2,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
3427,121,Surat Hospital,2021-06-01,3,12,0.0,1,12,100.0,0,0.0,2,16.67,-,1,50.0
3428,121,Surat Hospital,2021-06-01,4,29,0.0,1,26,100.0,0,0.0,1,3.45,-,1,100.0
3429,121,Surat Hospital,2021-06-01,5,16,0.0,1,7,100.0,0,0.0,0,0.0,-,0,
3430,133,Biloela Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3431,133,Biloela Hospital,2021-06-01,2,9,0.0,0,7,77.78,0,0.0,4,44.44,-,1,25.0
3432,133,Biloela Hospital,2021-06-01,3,96,5.0,1,86,90.53,0,0.0,10,10.42,-,8,80.0
3433,133,Biloela Hospital,2021-06-01,4,185,6.0,1,170,95.51,5,2.7,5,2.7,-,5,100.0
3434,133,Biloela Hospital,2021-06-01,5,77,2.5,1,54,100.0,1,1.3,1,1.3,-,1,100.0
3435,134,Blackwater Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3436,134,Blackwater Hospital,2021-06-01,2,16,0.0,1,15,100.0,1,6.25,5,31.25,-,2,40.0
3437,134,Blackwater Hospital,2021-06-01,3,85,0.0,1,83,98.81,1,1.18,6,7.06,-,4,66.67
3438,134,Blackwater Hospital,2021-06-01,4,128,0.0,1,122,100.0,1,0.78,1,0.78,-,1,100.0
3439,134,Blackwater Hospital,2021-06-01,5,29,0.0,1,27,96.43,0,0.0,0,0.0,-,0,
3440,135,Emerald Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3441,135,Emerald Hospital,2021-06-01,2,33,3.5,1,27,84.38,0,0.0,12,36.36,-,9,75.0
3442,135,Emerald Hospital,2021-06-01,3,250,20.0,1,162,67.78,4,1.6,41,16.4,-,33,80.49
3443,135,Emerald Hospital,2021-06-01,4,421,33.0,3,272,71.96,33,7.84,19,4.51,-,13,68.42
3444,135,Emerald Hospital,2021-06-01,5,102,18.0,1,59,93.65,11,10.78,3,2.94,-,3,100.0
3445,136,Gladstone Hospital,2021-06-01,1,7,0.0,0,7,100.0,0,0.0,2,28.57,-,0,0.0
3446,136,Gladstone Hospital,2021-06-01,2,120,7.0,1,87,74.36,1,0.83,35,29.17,-,18,51.43
3447,136,Gladstone Hospital,2021-06-01,3,740,14.0,1,595,83.1,21,2.84,91,12.3,-,39,42.86
3448,136,Gladstone Hospital,2021-06-01,4,889,20.0,1,745,88.06,40,4.5,9,1.01,-,2,22.22
3449,136,Gladstone Hospital,2021-06-01,5,195,15.0,1,170,98.84,14,7.18,2,1.03,-,2,100.0
3450,139,Mount Morgan Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3451,139,Mount Morgan Hospital,2021-06-01,2,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3452,139,Mount Morgan Hospital,2021-06-01,3,42,5.0,1,39,97.5,0,0.0,0,0.0,-,0,
3453,139,Mount Morgan Hospital,2021-06-01,4,38,5.0,1,35,97.22,0,0.0,0,0.0,-,0,
3454,139,Mount Morgan Hospital,2021-06-01,5,12,5.0,1,11,100.0,0,0.0,0,0.0,-,0,
3455,140,Moura Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3456,140,Moura Hospital,2021-06-01,2,7,0.0,0,7,100.0,0,0.0,1,14.29,-,1,100.0
3457,140,Moura Hospital,2021-06-01,3,21,0.0,1,20,95.24,0,0.0,4,19.05,-,3,75.0
3458,140,Moura Hospital,2021-06-01,4,33,0.0,1,33,100.0,0,0.0,3,9.09,-,3,100.0
3459,140,Moura Hospital,2021-06-01,5,31,0.0,1,22,100.0,0,0.0,0,0.0,-,0,
3460,141,Rockhampton Hospital,2021-06-01,1,15,0.0,1,15,100.0,0,0.0,12,80.0,-,9,75.0
3461,141,Rockhampton Hospital,2021-06-01,2,258,8.0,1,165,65.22,0,0.0,115,44.57,-,53,46.09
3462,141,Rockhampton Hospital,2021-06-01,3,1114,21.5,1,665,63.21,29,2.6,205,18.4,-,85,41.46
3463,141,Rockhampton Hospital,2021-06-01,4,1060,22.0,1,757,77.01,50,4.72,53,5.0,-,20,37.74
3464,141,Rockhampton Hospital,2021-06-01,5,64,18.0,1,46,95.83,1,1.56,5,7.81,-,5,100.0
3465,142,Springsure Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3466,142,Springsure Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3467,142,Springsure Hospital,2021-06-01,3,12,0.0,1,12,100.0,0,0.0,0,0.0,-,0,
3468,142,Springsure Hospital,2021-06-01,4,22,0.0,1,21,100.0,0,0.0,2,9.09,-,2,100.0
3469,142,Springsure Hospital,2021-06-01,5,19,5.0,1,15,100.0,0,0.0,0,0.0,-,0,
3470,144,Capricorn Coast Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3471,144,Capricorn Coast Hospital,2021-06-01,2,39,3.0,1,37,94.87,0,0.0,1,2.56,-,1,100.0
3472,144,Capricorn Coast Hospital,2021-06-01,3,331,15.0,1,249,78.3,7,2.11,1,0.3,-,1,100.0
3473,144,Capricorn Coast Hospital,2021-06-01,4,502,16.0,1,414,89.03,18,3.59,0,0.0,-,0,
3474,144,Capricorn Coast Hospital,2021-06-01,5,55,15.0,1,44,97.78,1,1.82,0,0.0,-,0,
3475,145,Woorabinda Hospital,2021-06-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3476,145,Woorabinda Hospital,2021-06-01,2,3,0.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
3477,145,Woorabinda Hospital,2021-06-01,3,101,0.0,1,99,99.0,1,0.99,8,7.92,-,7,87.5
3478,145,Woorabinda Hospital,2021-06-01,4,29,0.0,1,29,100.0,0,0.0,0,0.0,-,0,
3479,145,Woorabinda Hospital,2021-06-01,5,33,0.0,1,31,96.88,0,0.0,0,0.0,-,0,
3480,152,Barcaldine Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3481,152,Barcaldine Hospital,2021-06-01,2,3,0.0,0,3,100.0,0,0.0,2,66.67,-,2,100.0
3482,152,Barcaldine Hospital,2021-06-01,3,28,0.0,1,27,96.43,0,0.0,7,25.0,-,7,100.0
3483,152,Barcaldine Hospital,2021-06-01,4,54,0.0,1,54,100.0,0,0.0,1,1.85,-,1,100.0
3484,152,Barcaldine Hospital,2021-06-01,5,36,0.0,1,33,100.0,1,2.78,0,0.0,-,0,
3485,153,Blackall Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3486,153,Blackall Hospital,2021-06-01,2,7,0.0,0,7,100.0,0,0.0,5,71.43,-,5,100.0
3487,153,Blackall Hospital,2021-06-01,3,26,0.0,1,26,100.0,0,0.0,8,30.77,-,7,87.5
3488,153,Blackall Hospital,2021-06-01,4,22,0.0,1,21,100.0,0,0.0,0,0.0,-,0,
3489,153,Blackall Hospital,2021-06-01,5,12,0.0,1,12,100.0,0,0.0,0,0.0,-,0,
3490,156,Longreach Hospital,2021-06-01,1,1,1.0,0,1,100.0,0,0.0,0,0.0,-,0,
3491,156,Longreach Hospital,2021-06-01,2,2,2.5,0,2,100.0,0,0.0,0,0.0,-,0,
3492,156,Longreach Hospital,2021-06-01,3,34,0.5,1,33,97.06,0,0.0,7,20.59,-,7,100.0
3493,156,Longreach Hospital,2021-06-01,4,75,5.0,1,72,98.63,0,0.0,4,5.33,-,4,100.0
3494,156,Longreach Hospital,2021-06-01,5,61,9.5,1,50,100.0,1,1.64,1,1.64,-,1,100.0
3495,159,Winton Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3496,159,Winton Hospital,2021-06-01,2,2,5.0,0,2,100.0,0,0.0,2,100.0,-,2,100.0
3497,159,Winton Hospital,2021-06-01,3,11,0.0,1,11,100.0,0,0.0,2,18.18,-,2,100.0
3498,159,Winton Hospital,2021-06-01,4,22,5.0,1,22,100.0,0,0.0,1,4.55,-,1,100.0
3499,159,Winton Hospital,2021-06-01,5,11,5.5,1,10,100.0,0,0.0,0,0.0,-,0,
3500,171,Clermont Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3501,171,Clermont Hospital,2021-06-01,2,5,0.0,0,5,100.0,0,0.0,2,40.0,-,2,100.0
3502,171,Clermont Hospital,2021-06-01,3,28,0.0,1,27,96.43,0,0.0,4,14.29,-,4,100.0
3503,171,Clermont Hospital,2021-06-01,4,40,0.0,1,40,100.0,0,0.0,1,2.5,-,1,100.0
3504,171,Clermont Hospital,2021-06-01,5,44,0.0,1,42,100.0,1,2.27,0,0.0,-,0,
3505,172,Mackay Base Hospital,2021-06-01,1,5,0.0,0,5,100.0,0,0.0,3,60.0,-,1,33.33
3506,172,Mackay Base Hospital,2021-06-01,2,316,8.0,1,303,95.89,0,0.0,144,45.57,-,61,42.36
3507,172,Mackay Base Hospital,2021-06-01,3,1359,20.0,1,969,76.3,87,6.4,209,15.38,-,57,27.27
3508,172,Mackay Base Hospital,2021-06-01,4,883,28.0,2,715,87.41,61,6.91,21,2.38,-,6,28.57
3509,172,Mackay Base Hospital,2021-06-01,5,75,28.0,2,64,98.46,9,12.0,5,6.67,-,1,20.0
3510,173,Moranbah Hospital,2021-06-01,1,2,0.0,0,2,100.0,0,0.0,1,50.0,-,1,100.0
3511,173,Moranbah Hospital,2021-06-01,2,13,0.0,1,13,100.0,0,0.0,2,15.38,-,2,100.0
3512,173,Moranbah Hospital,2021-06-01,3,62,0.0,1,61,100.0,1,1.61,5,8.06,-,5,100.0
3513,173,Moranbah Hospital,2021-06-01,4,148,0.0,1,143,100.0,3,2.03,3,2.03,-,3,100.0
3514,173,Moranbah Hospital,2021-06-01,5,96,0.0,1,76,100.0,1,1.04,0,0.0,-,0,
3515,174,Proserpine Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3516,174,Proserpine Hospital,2021-06-01,2,35,5.0,1,32,91.43,0,0.0,12,34.29,-,7,58.33
3517,174,Proserpine Hospital,2021-06-01,3,274,13.0,1,241,89.93,4,1.46,21,7.66,-,9,42.86
3518,174,Proserpine Hospital,2021-06-01,4,411,16.0,1,368,93.64,12,2.92,4,0.97,-,3,75.0
3519,174,Proserpine Hospital,2021-06-01,5,157,23.0,2,134,95.04,8,5.1,1,0.64,-,1,100.0
3520,175,Sarina Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3521,175,Sarina Hospital,2021-06-01,2,15,0.0,1,12,100.0,0,0.0,0,0.0,-,0,
3522,175,Sarina Hospital,2021-06-01,3,80,0.0,1,35,100.0,0,0.0,1,1.25,-,1,100.0
3523,175,Sarina Hospital,2021-06-01,4,232,0.0,1,95,98.96,0,0.0,1,0.43,-,1,100.0
3524,175,Sarina Hospital,2021-06-01,5,25,2.5,1,12,100.0,0,0.0,0,0.0,-,0,
3525,176,Dysart Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3526,176,Dysart Hospital,2021-06-01,2,4,0.0,0,3,75.0,0,0.0,3,75.0,-,3,100.0
3527,176,Dysart Hospital,2021-06-01,3,37,2.0,1,37,100.0,0,0.0,5,13.51,-,5,100.0
3528,176,Dysart Hospital,2021-06-01,4,55,0.0,1,54,98.18,0,0.0,0,0.0,-,0,
3529,176,Dysart Hospital,2021-06-01,5,8,5.5,0,6,100.0,1,12.5,0,0.0,-,0,
3530,191,Ayr Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3531,191,Ayr Hospital,2021-06-01,2,13,0.0,1,13,100.0,0,0.0,0,0.0,-,0,
3532,191,Ayr Hospital,2021-06-01,3,96,0.0,1,93,97.89,0,0.0,12,12.5,-,12,100.0
3533,191,Ayr Hospital,2021-06-01,4,392,0.0,1,372,99.2,6,1.53,4,1.02,-,3,75.0
3534,191,Ayr Hospital,2021-06-01,5,53,0.0,1,44,100.0,5,9.43,0,0.0,-,0,
3535,192,Bowen Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3536,192,Bowen Hospital,2021-06-01,2,17,0.0,1,16,94.12,0,0.0,1,5.88,-,0,0.0
3537,192,Bowen Hospital,2021-06-01,3,133,0.0,1,126,96.18,1,0.75,14,10.53,-,8,57.14
3538,192,Bowen Hospital,2021-06-01,4,364,2.0,1,322,98.47,17,4.67,2,0.55,-,1,50.0
3539,192,Bowen Hospital,2021-06-01,5,36,0.0,1,23,100.0,2,5.56,0,0.0,-,0,
3540,193,Charters Towers Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3541,193,Charters Towers Hospital,2021-06-01,2,24,0.5,1,21,87.5,0,0.0,6,25.0,-,6,100.0
3542,193,Charters Towers Hospital,2021-06-01,3,146,6.0,1,135,94.41,3,2.05,15,10.27,-,15,100.0
3543,193,Charters Towers Hospital,2021-06-01,4,255,9.0,1,231,94.29,9,3.53,3,1.18,-,3,100.0
3544,193,Charters Towers Hospital,2021-06-01,5,93,10.0,1,76,98.7,4,4.3,0,0.0,-,0,
3545,196,Ingham Hospital,2021-06-01,1,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
3546,196,Ingham Hospital,2021-06-01,2,24,1.5,1,17,70.83,0,0.0,7,29.17,-,6,85.71
3547,196,Ingham Hospital,2021-06-01,3,79,0.0,1,68,86.08,0,0.0,10,12.66,-,9,90.0
3548,196,Ingham Hospital,2021-06-01,4,138,1.0,1,129,95.56,1,0.72,4,2.9,-,2,50.0
3549,196,Ingham Hospital,2021-06-01,5,94,10.0,1,80,100.0,0,0.0,0,0.0,-,0,
3550,197,Joyce Palmer Health Service,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3551,197,Joyce Palmer Health Service,2021-06-01,2,9,0.0,0,9,100.0,0,0.0,2,22.22,-,2,100.0
3552,197,Joyce Palmer Health Service,2021-06-01,3,128,2.0,1,118,95.93,5,3.91,26,20.31,-,26,100.0
3553,197,Joyce Palmer Health Service,2021-06-01,4,73,4.0,1,63,96.92,3,4.11,6,8.22,-,6,100.0
3554,197,Joyce Palmer Health Service,2021-06-01,5,20,3.0,1,18,94.74,0,0.0,0,0.0,-,0,
3555,200,Townsville University Hospital,2021-06-01,1,27,0.0,1,27,100.0,0,0.0,21,77.78,-,17,80.95
3556,200,Townsville University Hospital,2021-06-01,2,525,3.0,1,476,90.84,1,0.19,248,47.24,-,142,57.26
3557,200,Townsville University Hospital,2021-06-01,3,1997,11.0,1,1518,78.41,53,2.65,389,19.48,-,169,43.44
3558,200,Townsville University Hospital,2021-06-01,4,1694,19.0,1,1334,82.55,77,4.55,130,7.67,-,56,43.08
3559,200,Townsville University Hospital,2021-06-01,5,111,23.5,2,96,94.12,4,3.6,4,3.6,-,2,50.0
3560,201,Royal Brisbane & Women's Hospital,2021-06-01,1,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
3561,201,Royal Brisbane & Women's Hospital,2021-06-01,2,33,7.0,1,23,69.7,0,0.0,3,9.09,-,3,100.0
3562,201,Royal Brisbane & Women's Hospital,2021-06-01,3,93,19.0,1,68,78.16,4,4.3,7,7.53,-,6,85.71
3563,201,Royal Brisbane & Women's Hospital,2021-06-01,4,40,21.0,1,31,86.11,2,5.0,1,2.5,-,1,100.0
3564,201,Royal Brisbane & Women's Hospital,2021-06-01,5,528,10.0,1,526,100.0,1,0.19,1,0.19,-,1,100.0
3565,202,Queensland Children's Hospital,2021-06-01,1,72,0.0,1,72,100.0,0,0.0,63,87.5,-,31,49.21
3566,202,Queensland Children's Hospital,2021-06-01,2,2109,7.0,1,1804,85.82,0,0.0,1291,61.21,-,718,55.62
3567,202,Queensland Children's Hospital,2021-06-01,3,5651,13.0,1,4485,80.03,20,0.35,1812,32.07,-,803,44.32
3568,202,Queensland Children's Hospital,2021-06-01,4,8823,14.0,1,7712,88.98,131,1.48,1014,11.49,-,437,43.1
3569,202,Queensland Children's Hospital,2021-06-01,5,1360,15.0,1,1290,97.07,24,1.76,53,3.9,-,27,50.94
3570,211,Atherton Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3571,211,Atherton Hospital,2021-06-01,2,25,7.0,1,21,84.0,0,0.0,7,28.0,-,3,42.86
3572,211,Atherton Hospital,2021-06-01,3,160,25.0,2,90,58.44,4,2.5,20,12.5,-,13,65.0
3573,211,Atherton Hospital,2021-06-01,4,439,43.0,3,228,61.29,47,10.71,7,1.59,-,1,14.29
3574,211,Atherton Hospital,2021-06-01,5,92,29.0,2,61,91.04,4,4.35,0,0.0,-,0,
3575,212,Babinda Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3576,212,Babinda Hospital,2021-06-01,2,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3577,212,Babinda Hospital,2021-06-01,3,21,0.0,1,21,100.0,0,0.0,1,4.76,-,1,100.0
3578,212,Babinda Hospital,2021-06-01,4,70,0.0,1,68,100.0,2,2.86,1,1.43,-,1,100.0
3579,212,Babinda Hospital,2021-06-01,5,41,0.0,1,39,100.0,0,0.0,0,0.0,-,0,
3580,213,Bamaga Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3581,213,Bamaga Hospital,2021-06-01,2,9,0.0,0,8,100.0,0,0.0,5,55.56,-,5,100.0
3582,213,Bamaga Hospital,2021-06-01,3,19,0.0,1,18,94.74,0,0.0,3,15.79,-,3,100.0
3583,213,Bamaga Hospital,2021-06-01,4,137,2.0,1,131,100.0,5,3.65,4,2.92,-,4,100.0
3584,213,Bamaga Hospital,2021-06-01,5,201,2.0,1,194,100.0,7,3.48,0,0.0,-,0,
3585,214,Cairns Hospital,2021-06-01,1,15,0.0,1,15,100.0,0,0.0,9,60.0,-,6,66.67
3586,214,Cairns Hospital,2021-06-01,2,473,9.0,1,280,59.45,1,0.21,236,49.89,-,84,35.59
3587,214,Cairns Hospital,2021-06-01,3,1607,18.0,1,1054,68.53,62,3.86,346,21.53,-,111,32.08
3588,214,Cairns Hospital,2021-06-01,4,1334,43.0,3,741,60.34,90,6.75,116,8.7,-,37,31.9
3589,214,Cairns Hospital,2021-06-01,5,125,51.0,3,96,87.27,11,8.8,7,5.6,-,4,57.14
3590,216,Cooktown Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3591,216,Cooktown Hospital,2021-06-01,2,24,0.0,1,22,91.67,0,0.0,14,58.33,-,11,78.57
3592,216,Cooktown Hospital,2021-06-01,3,49,11.0,1,44,91.67,1,2.04,11,22.45,-,11,100.0
3593,216,Cooktown Hospital,2021-06-01,4,151,17.0,1,135,93.1,2,1.32,3,1.99,-,3,100.0
3594,216,Cooktown Hospital,2021-06-01,5,68,15.0,1,51,100.0,4,5.88,1,1.47,-,1,100.0
3595,222,Innisfail Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3596,222,Innisfail Hospital,2021-06-01,2,14,5.0,1,10,71.43,0,0.0,10,71.43,-,8,80.0
3597,222,Innisfail Hospital,2021-06-01,3,156,17.0,1,107,69.48,1,0.64,31,19.87,-,21,67.74
